title,year,ratingIMDB,votes,genresIMDB,sentiment_score_title,project_score,sentiment_score
titanic,1997,7.4,244771.0,drama history romance,-0.9997362494468688,-1,-0.026152203605517333
transatlantic merry-go-round,1934,6.9,53.0,comedy musical mystery romance,-0.9494941234588624,-1,0.034717368487770676
tombstone,1993,7.7,44204.0,action drama history romance western,-0.9998332262039183,-1,-0.0506897251118104
tomorrow never dies,1997,6.4,47198.0,action adventure thriller,-0.9998507499694824,-1,-0.01012507959078717
to sleep with anger,1990,6.8,490.0,drama,-0.9977588653564452,-1,-0.11277207485970608
toy story,1995,8.2,156231.0,animation adventure comedy family fantasy,-0.7241494059562683,-1,-0.058066454447600474
the magic toyshop,1987,6.2,90.0,fantasy,-0.999932050704956,-1,-0.0625449470111302
traffic,2000,7.8,86662.0,crime drama thriller,-0.9803645610809326,-1,-0.16498587059925307
trainspotting,1996,8.2,153782.0,crime drama,-0.9999943971633912,-1,-0.08251788008826857
star trek v: the final frontier,1989,5.0,20749.0,action adventure sci-fi thriller,-0.7475419044494629,-1,0.022684942979317207
tron,1982,6.7,25903.0,action adventure sci-fi thriller sci-fi,-0.9999911785125732,-1,-0.04550559451318767
true lies,1994,7.2,81801.0,action thriller,-0.9997300505638124,-1,-0.09709196348590303
true romance,1993,7.9,74762.0,crime romance thriller,0.977551519870758,1,-0.07015340687597499
twelve monkeys,1995,8.1,173320.0,mystery sci-fi thriller,-0.999783217906952,-1,-0.2657891106139565
u-turn,1973,5.8,37.0,drama,-0.9655665755271912,-1,-0.21781090149192311
u turn,1997,6.7,25388.0,crime drama thriller,-0.9580153226852416,-1,-0.20958128971347836
unbreakable,2000,7.3,98767.0,drama fantasy mystery thriller,-0.9995359182357788,-1,-0.11134346225044944
unforgiven,1992,8.3,101270.0,drama western,-0.9999622106552124,-1,-0.2537716901691312
the usual suspects,1995,8.7,272137.0,crime mystery thriller,-0.9991150498390198,-1,-0.22596517228340918
verdict,1974,5.7,135.0,drama,-0.9974699020385742,-1,-0.07630952190881395
vertigo,1958,8.6,93524.0,crime mystery romance thriller,-0.9886083602905272,-1,-0.03139197951118686
very bad things,1998,6.0,22977.0,comedy crime thriller,-0.999835968017578,-1,-0.20615434113777045
viridiana,1961,8.2,6288.0,drama,-0.9999669790267944,-1,-0.0807172261469857
virtuosity,1995,5.3,11191.0,action crime sci-fi thriller,-0.99986732006073,-1,-0.13607252459620955
wag the dog,1997,7.1,36448.0,comedy drama,-0.9991081357002258,-1,-0.08733816057443619
wall street,1987,7.3,39082.0,crime drama,-0.9996552467346193,-1,-0.07163584928646266
waxwork,1988,6.0,2596.0,comedy fantasy horror,-0.9996293783187866,-1,-0.037064661310143666
what lies beneath,2000,6.5,46195.0,drama horror mystery thriller,0.9006704688072205,1,-0.13337843857120107
what women want,2000,6.3,55269.0,comedy fantasy romance,-0.8469101786613464,-1,-0.17628204822540283
the witching hour,1996,6.5,69.0,documentary short,-0.8396229147911072,-1,-0.032194306241705065
white angel,1994,4.4,99.0,drama thriller,-0.9991211295127868,-1,-0.2125755059872574
who's your daddy?,2003,4.5,2267.0,comedy,-0.9918754696846008,-1,0.09134207652495788
wild things,1998,6.6,40523.0,crime mystery thriller,-0.9985407590866088,-1,-0.2680767403682231
wild wild west,1999,4.3,54943.0,action western comedy sci-fi,-0.9898734092712402,-1,0.049032815865107944
willow,1988,7.1,33506.0,action adventure drama fantasy romance,-0.9945207834243774,-1,0.022054933661582485
witness,1985,7.6,30705.0,drama romance thriller,-0.9980738162994384,-1,-0.011506653967357817
the wizard of oz,1939,8.3,104873.0,adventure family fantasy musical,-0.9345542192459106,-1,-0.0001333009203275045
the world is not enough,1999,6.3,60047.0,action adventure thriller,-0.9987730383872986,-1,-0.12045592623643386
watchmen,2009,7.8,135229.0,action crime fantasy mystery sci-fi thriller,-0.9999442100524902,-1,-0.25606110379182173
xxx,2002,5.6,53505.0,action adventure crime,-0.6743810772895813,-1,-0.19303206365725717
x-men,2000,7.4,122149.0,action sci-fi,-0.996865451335907,-1,0.015747365937835867
young frankenstein,1974,8.0,57618.0,comedy sci-fi,-0.9999721050262452,-1,0.04517963539017202
zulu dawn,1979,6.4,1911.0,action adventure drama history war,-0.9992697834968568,-1,-0.022946618935641122
